Ligand_SMILES,Decoy_SMILES,Actividad,psmis
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c([nH]c(=O)[nH]c1=O)C=NNC(=O)CCNc2c(=O)[nH]c(=O)[nH]n2,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c([nH]c(=O)[nH]c1=O)C=NNC(=O)CCNc2c(=O)[nH]c(=O)[nH]n2,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c([nH]c(=O)[nH]c1=O)C=NNC(=O)CCNc2c(=O)[nH]c(=O)[nH]n2,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Cc1[nH]cc(n1)S(=O)(=O)Nc2c(cn[nH]2)/C(=N/O)/N,0,O=S(=O)([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Cc1[nH]cc(n1)S(=O)(=O)Nc2c(cn[nH]2)/C(=N/O)/N,0,ON=CN([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Cc1[nH]cc(n1)S(=O)(=O)Nc2c(cn[nH]2)/C(=N/O)/N,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Cc1[nH]cc(n1)S(=O)(=O)Nc2c(cn[nH]2)/C(=N/O)/N,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Cc1[nH]cc(n1)S(=O)(=O)Nc2c(cn[nH]2)/C(=N/O)/N,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,Cc1[nH]cc(n1)S(=O)(=O)Nc2c(cn[nH]2)/C(=N/O)/N,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1cc(c(nc1)NN)S(=O)(=O)NCCCC(=O)N,0,[R]N([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1cc(c(nc1)NN)S(=O)(=O)NCCCC(=O)N,0,O=S(=O)([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1cc(c(nc1)NN)S(=O)(=O)NCCCC(=O)N,0,O=C([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1cc(c(nc1)NN)S(=O)(=O)NCCCC(=O)N,0,[Nar]
COc1cc2c(cc1/N=C(\C=C\CN3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccccc3OC,0,O=S(=O)([R])N([R])[R]
COc1cc2c(cc1/N=C(\C=C\CN3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccccc3OC,0,O=S(=O)([R])N([R])[R]
COc1cc2c(cc1/N=C(\C=C\CN3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccccc3OC,0,[R]O[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,[R]N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,O=C([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,O=C([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,N[Car]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1c(cn(n1)C[C@@H](CN(CC(=O)N)CC(=O)N)O)N,0,[Nar]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,O=C([R])N([R])[R]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,N[Car]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,[Sar]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,[Nar]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,[Nar]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,[Nar]
CC(C)/N=C(\COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5)/O,CCCCc1ccc(cc1)[C@@H](c2cccs2)NC(=O)CCc3c(nc4nc(nn4c3C)N)C,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,O[Cal]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,c1ccc2c(c1)[nH]c(n2)[C@H]([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,[Nar]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)[P@@](=O)(O)[O-])NC(=O)C[NH2+]C,0,O=C([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)[P@@](=O)(O)[O-])NC(=O)C[NH2+]C,0,O=C([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)[P@@](=O)(O)[O-])NC(=O)C[NH2+]C,0,O=P([O-])(O)[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)[P@@](=O)(O)[O-])NC(=O)C[NH2+]C,0,O=C([R])N([R])[R]
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)[P@@](=O)(O)[O-])NC(=O)C[NH2+]C,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CCN[C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)O,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CCN[C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)O,0,[R]N[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CCN[C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)O,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CCN[C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)O,0,O=C([R])O[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CCN[C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)O,0,O=C(O)[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CCN[C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)O,0,[Sar]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,C[C@@H]1CCCC[C@@H]1OCCNC(=O)C[NH2+]C2(CCCC2)C(=O)NCC3CC3,0,[R]O[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,C[C@@H]1CCCC[C@@H]1OCCNC(=O)C[NH2+]C2(CCCC2)C(=O)NCC3CC3,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,C[C@@H]1CCCC[C@@H]1OCCNC(=O)C[NH2+]C2(CCCC2)C(=O)NCC3CC3,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,C[C@@H]1CCCC[C@@H]1OCCNC(=O)C[NH2+]C2(CCCC2)C(=O)NCC3CC3,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[C@H](C)[NH+](C)CCNC(=O)C(=O)Nc1ccccc1C(=O)NC(C)(C)C,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[C@H](C)[NH+](C)CCNC(=O)C(=O)Nc1ccccc1C(=O)NC(C)(C)C,0,O=C(C(=O)N([R])[R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[C@H](C)[NH+](C)CCNC(=O)C(=O)Nc1ccccc1C(=O)NC(C)(C)C,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CC[NH2+][C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)[O-],0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CC[NH2+][C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)[O-],0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CC[NH2+][C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)[O-],0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CC[NH2+][C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)[O-],0,O=C([R])O[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CC[NH2+][C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)[O-],0,O=C([O-])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CC[NH+](CC)CC[NH2+][C@@H](CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)OCC)C(=O)[O-],0,[Sar]
COc1cc2c(cc1/N=C(\C=C\C[NH+]3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,Cc1ccc(cc1)S(=O)(=O)c2c([nH]c([nH+]2)c3ccccc3)SCC(=O)NCCC(C)C,0,O=S(=O)([R])[R]
COc1cc2c(cc1/N=C(\C=C\C[NH+]3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,Cc1ccc(cc1)S(=O)(=O)c2c([nH]c([nH+]2)c3ccccc3)SCC(=O)NCCC(C)C,0,[R]S[R]
COc1cc2c(cc1/N=C(\C=C\C[NH+]3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,Cc1ccc(cc1)S(=O)(=O)c2c([nH]c([nH+]2)c3ccccc3)SCC(=O)NCCC(C)C,0,O=C([R])N([R])[R]
COc1cc2c(cc1/N=C(\C=C\C[NH+]3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,Cc1ccc(cc1)S(=O)(=O)c2c([nH]c([nH+]2)c3ccccc3)SCC(=O)NCCC(C)C,0,[Nar]
COc1cc2c(cc1/N=C(\C=C\C[NH+]3CCCCC3)/O)c(ncn2)Nc4ccc(c(c4)Cl)F,Cc1ccc(cc1)S(=O)(=O)c2c([nH]c([nH+]2)c3ccccc3)SCC(=O)NCCC(C)C,0,[Nar]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCc1ccc(cc1)[C@@H](CNC(=O)[C@@H](Cc2c[nH]c3c2cccc3)NC(=O)C)[NH+](C)C,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCc1ccc(cc1)[C@@H](CNC(=O)[C@@H](Cc2c[nH]c3c2cccc3)NC(=O)C)[NH+](C)C,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCc1ccc(cc1)[C@@H](CNC(=O)[C@@H](Cc2c[nH]c3c2cccc3)NC(=O)C)[NH+](C)C,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCc1ccc(cc1)[C@@H](CNC(=O)[C@@H](Cc2c[nH]c3c2cccc3)NC(=O)C)[NH+](C)C,0,[Nar]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,C1CCC(CC1)C[NH+]2CC[NH+]([C@@H](C2)CCO)CC3CCCCC3,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,C1CCC(CC1)C[NH+]2CC[NH+]([C@@H](C2)CCO)CC3CCCCC3,0,O[Cal]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,C1CCC(CC1)C[NH+]2CC[NH+]([C@@H](C2)CCO)CC3CCCCC3,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCCCNC(=O)[C@@H]1CCC[NH+](C1)[C@@H](C)C(=O)NC(=O)NC2CCCC2,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCCCNC(=O)[C@@H]1CCC[NH+](C1)[C@@H](C)C(=O)NC(=O)NC2CCCC2,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCCCNC(=O)[C@@H]1CCC[NH+](C1)[C@@H](C)C(=O)NC(=O)NC2CCCC2,0,O=C([R])N([R])C(=O)N([R])[R]
c1cc(c(cc1C#N)F)[C@H]2CCc3n2cnc3,c1c(c2c(o1)c(ncn2)Cl)Br,0,Cl[R]
c1cc(c(cc1C#N)F)[C@H]2CCc3n2cnc3,c1c(c2c(o1)c(ncn2)Cl)Br,0,[R]Br
c1cc(c(cc1C#N)F)[C@H]2CCc3n2cnc3,c1c(c2c(o1)c(ncn2)Cl)Br,0,[Oar]
c1cc(c(cc1C#N)F)[C@H]2CCc3n2cnc3,c1c(c2c(o1)c(ncn2)Cl)Br,0,[Nar]
c1cc(c(cc1C#N)F)[C@H]2CCc3n2cnc3,c1c(c2c(o1)c(ncn2)Cl)Br,0,[Nar]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@]1(CCC[C@H](CC1)CC)c2[nH+]c(c(s2)C)CC,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@]1(CCC[C@H](CC1)CC)c2[nH+]c(c(s2)C)CC,0,[Nar]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@]1(CCC[C@H](CC1)CC)c2[nH+]c(c(s2)C)CC,0,[Sar]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,c1ccc(cc1)CNC(=O)NCCC(=O)NCc2ccccc2C[NH+]3CCCCC3,0,O=C(N([R])[R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,c1ccc(cc1)CNC(=O)NCCC(=O)NCc2ccccc2C[NH+]3CCCCC3,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,c1ccc(cc1)CNC(=O)NCCC(=O)NCc2ccccc2C[NH+]3CCCCC3,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC(C)(C)N(C)c1[nH+]c2c(s1)[C@@H](CC(C2)(C)C)[NH2+]CC,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC(C)(C)N(C)c1[nH+]c2c(s1)[C@@H](CC(C2)(C)C)[NH2+]CC,0,[R]N([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC(C)(C)N(C)c1[nH+]c2c(s1)[C@@H](CC(C2)(C)C)[NH2+]CC,0,[Nar]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC(C)(C)N(C)c1[nH+]c2c(s1)[C@@H](CC(C2)(C)C)[NH2+]CC,0,[Sar]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCNC(=O)C1CC[NH+](CC1)C[C@H](CN2CCC(CC2)C(=O)NCCCC)O,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCNC(=O)C1CC[NH+](CC1)C[C@H](CN2CCC(CC2)C(=O)NCCCC)O,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCNC(=O)C1CC[NH+](CC1)C[C@H](CN2CCC(CC2)C(=O)NCCCC)O,0,[R]N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCNC(=O)C1CC[NH+](CC1)C[C@H](CN2CCC(CC2)C(=O)NCCCC)O,0,O=C([R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,CCCCNC(=O)C1CC[NH+](CC1)C[C@H](CN2CCC(CC2)C(=O)NCCCC)O,0,O[Cal]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[C@](C)(C[NH2+]C1CC1)C[NH+]2CCC[C@@H](C2)C(F)(F)F,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[C@](C)(C[NH2+]C1CC1)C[NH+]2CCC[C@@H](C2)C(F)(F)F,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[C@](C)(C[NH2+]C1CC1)C[NH+]2CCC[C@@H](C2)C(F)(F)F,0,F[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[C@](C)(C[NH2+]C1CC1)C[NH+]2CCC[C@@H](C2)C(F)(F)F,0,F[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[C@](C)(C[NH2+]C1CC1)C[NH+]2CCC[C@@H](C2)C(F)(F)F,0,F[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@@H](Cc1cc(cs1)Br)[C@@](C)(CC)[NH+](C)C,0,[R]Br
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@@H](Cc1cc(cs1)Br)[C@@](C)(CC)[NH+](C)C,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@@H](Cc1cc(cs1)Br)[C@@](C)(CC)[NH+](C)C,0,[R][N+]([R])([R])[R]
CC[NH+](CC)Cc1cc(ccc1O)Nc2cc[nH+]c3c2ccc(c3)Cl,CCC[NH2+][C@@H](Cc1cc(cs1)Br)[C@@](C)(CC)[NH+](C)C,0,[Sar]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,Cc1cc(c2cc(c(nc2c1)O)CN(CCO)C(=S)NCCC[NH+]3CCOCC3)C,0,O[Car]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,Cc1cc(c2cc(c(nc2c1)O)CN(CCO)C(=S)NCCC[NH+]3CCOCC3)C,0,S=C(N([R])[R])N([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,Cc1cc(c2cc(c(nc2c1)O)CN(CCO)C(=S)NCCC[NH+]3CCOCC3)C,0,O[Cal]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,Cc1cc(c2cc(c(nc2c1)O)CN(CCO)C(=S)NCCC[NH+]3CCOCC3)C,0,[R][N+]([R])([R])[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,Cc1cc(c2cc(c(nc2c1)O)CN(CCO)C(=S)NCCC[NH+]3CCOCC3)C,0,[R]O[R]
CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,Cc1cc(c2cc(c(nc2c1)O)CN(CCO)C(=S)NCCC[NH+]3CCOCC3)C,0,[Nar]
